TIME ID,SERIES LH1,SERIES LH2,SERIES LH3,SERIES LH4,SERIES LH5,SERIES LH6,SERIES LH7,SERIES LH8,SERIES LH9,SERIES LH10,SERIES LH11,SERIES LH12,SERIES LH13,SERIES LH14,SERIES LH15,SERIES LH16,SERIES LH17,SERIES LH18,SERIES LH19,SERIES LH20,SERIES LH21,SERIES LH22,SERIES LH23,SERIES LH24,SERIES LE1,SERIES LE2,SERIES LE3,SERIES LE4,SERIES LE5,SERIES LE6,SERIES LE7,SERIES LE8,SERIES LE9,SERIES LE10,SERIES LE11,SERIES LE12,SERIES LE13,SERIES LE14,SERIES LE15,SERIES LE16,SERIES LE17,SERIES LE18,SERIES LE19,SERIES LE20,SERIES LE21,SERIES LE22,SERIES LE23,SERIES LE24,SERIES W1,SERIES W2,SERIES W3,SERIES W4,SERIES W5,SERIES W6
T1820,0,0,0,0,0,0,0,0.195864125,0.195864125,0.261152166,0,0,0,0,0.489660311,0,0,0.489660311,0.326440208,0,0,0,0,0,0.731401255,0.739509105,0.648456993,0.767794632,0.843690249,0.802521008,0.650261458,0.36800265,0.538807383,0.708049852,0,0,0.751154977,0.777411897,0.731401255,0.739509105,0,0.648456993,0.767794632,0.843690249,0,0,0,0,0.443768997,0.592668024,0.421906784,0.48178149,0.58538062,0.526451198
T1821,0,0,0,0,0,0,0,0.190940269,0.190940269,0.254587025,0,0,0,0,0.477350672,0,0,0.477350672,0.318233781,0,0,0,0,0,0.690469077,0.665479018,0.637163493,0.761626938,0.809751434,0.783775048,0.648415872,0.374958596,0.50023663,0.677885484,0,0,0.711045779,0.738036853,0.690469077,0.665479018,0,0.637163493,0.761626938,0.809751434,0,0,0,0,0.337938657,0.525458248,0.419900514,0.568301548,0.552778867,0.624557425
T1822,0,0,0,0,0,0,0,0.188539583,0.188539583,0.25138611,0,0,0,0,0.471348957,0,0,0.471348957,0.314232638,0,0,0,0,0,0.667164625,0.612430721,0.612081418,0.746124354,0.805449331,0.787330317,0.630882805,0.369990063,0.466161855,0.646035282,0,0,0.666526669,0.744622714,0.667164625,0.612430721,0,0.612081418,0.746124354,0.805449331,0,0,0,0,0.342083448,0.548879837,0.407505477,0.554518358,0.57068718,0.616557274
T1823,0,0,0,0,0,0,0,0.182047932,0.182047932,0.242730576,0,0,0,0,0.45511983,0,0,0.45511983,0.30341322,0,0,0,0,0,0.624738572,0.564133017,0.595403808,0.725120853,0.79206501,0.775048481,0.617348508,0.36137794,0.473260767,0.620567162,0,0,0.615077698,0.726196315,0.624738572,0.564133017,0,0.595403808,0.725120853,0.79206501,0,0,0,0,0.309201437,0.517311609,0.413293609,0.586743477,0.552009,0.649176529
T1824,0,0,0,0,0,0,0,0.175054097,0.175054097,0.233405463,0,0,0,0,0.437635243,0,0,0.437635243,0.291756829,0,0,0,0,0,0.59904392,0.521773555,0.57242285,0.698116353,0.769359465,0.759857789,0.619501692,0.332891686,0.469947941,0.591185502,0,0,0.588828223,0.692706509,0.59904392,0.521773555,0,0.57242285,0.698116353,0.769359465,0,0,0,0,0.338491296,0.514256619,0.426842547,0.573626043,0.543707036,0.626355639
T1825,0,0,0,0,0,0,0,0.171232597,0.171232597,0.228310129,0,0,0,0,0.428081492,0,0,0.428081492,0.285387662,0,0,0,0,0,0.564983567,0.493269992,0.552462246,0.686114352,0.731596558,0.71978022,0.61581052,0.321960914,0.458353053,0.581853212,0,0,0.575808484,0.6668535,0.564983567,0.493269992,0,0.552462246,0.686114352,0.731596558,0,0,0,0,0.326333241,0.49796334,0.431755292,0.58785171,0.533104024,0.639340739
T1826,0,0,0,0,0,0,0,0.170975381,0.170975381,0.227967174,0,0,0,0,0.427438452,0,0,0.427438452,0.284958968,0,0,0,0,0,0.543471766,0.472684086,0.539592909,0.676946158,0.708891013,0.712346477,0.596739465,0.337860219,0.471604354,0.571979048,0,0,0.561948761,0.655433336,0.543471766,0.472684086,0,0.539592909,0.676946158,0.708891013,0,0,0,0,0.300911854,0.477596741,0.433806697,0.610745703,0.521895022,0.663751169
T1827,0,0,0,0,0,0,0,0.171967501,0.171967501,0.229290001,0,0,0,0,0.429918752,0,0,0.429918752,0.286612502,0,0,0,0,0,0.536898715,0.467141726,0.534734077,0.672112019,0.720602294,0.70782159,0.593048293,0.350115932,0.465925225,0.576253838,0,0,0.557748845,0.651019407,0.536898715,0.467141726,0,0.534734077,0.672112019,0.720602294,0,0,0,0,0.308648798,0.554989817,0.390465629,0.568180693,0.582262094,0.642082998
T1828,0,0,0,0,0,0,0,0.174613155,0.174613155,0.23281754,0,0,0,0,0.436532887,0,0,0.436532887,0.291021925,0,0,0,0,0,0.53719749,0.463182898,0.53906763,0.673778963,0.722753346,0.711700065,0.590587512,0.331897979,0.445338381,0.580528629,0,0,0.550608988,0.652490717,0.53719749,0.463182898,0,0.53906763,0.673778963,0.722753346,0,0,0,0,0.260569218,0.606924644,0.340072901,0.566253069,0.633425872,0.670159697
T1829,0,0,0,0,0,0,0,0.179402278,0.179402278,0.239203038,0,0,0,0,0.448505696,0,0,0.448505696,0.299003797,0,0,0,0,0,0.545563191,0.462391132,0.546421536,0.674945824,0.724426386,0.720426632,0.590587512,0.324279563,0.486748699,0.581973629,0,0,0.543259135,0.661458698,0.545563191,0.462391132,0,0.546421536,0.674945824,0.724426386,0,0,0,0,0.227134568,0.650712831,0.300426129,0.561076301,0.675143351,0.688149779
T1830,0,0,0,0,0,0,0,0.184803821,0.184803821,0.246405095,0,0,0,0,0.462009554,0,0,0.462009554,0.308006369,0,0,0,0,0,0.569763968,0.479809976,0.556795798,0.682447075,0.733269598,0.722689076,0.600123039,0.350778403,0.479649787,0.589078211,0,0,0.529819404,0.666012751,0.569763968,0.479809976,0,0.556795798,0.682447075,0.733269598,0,0,0,0,0.262227135,0.679226069,0.297355213,0.529273398,0.690935428,0.654373078
T1831,0,0,0,0,0,0,0,0.190229862,0.190229862,0.253639816,0,0,0,0,0.475574654,0,0,0.475574654,0.31704977,0,0,0,0,0,0.60023902,0.497624703,0.57793828,0.692948825,0.729923518,0.735617324,0.61181175,0.346472342,0.455513488,0.596544042,0,0,0.539899202,0.671127303,0.60023902,0.497624703,0,0.57793828,0.692948825,0.729923518,0,0,0,0,0.345122962,0.648676171,0.348843482,0.503100434,0.649916344,0.594166396
T1832,0,0,0,0,0,0,0,0.192128363,0.192128363,0.256171151,0,0,0,0,0.480320908,0,0,0.480320908,0.320213939,0,0,0,0,0,0.645652823,0.544734759,0.603414314,0.71711952,0.746175908,0.763089851,0.628114426,0.402782378,0.48745859,0.619362996,0,0,0.569088618,0.690814825,0.645652823,0.544734759,0,0.603414314,0.71711952,0.746175908,0,0,0,0,0.386570876,0.569246436,0.413080489,0.522091344,0.578082974,0.576894012
T1833,0,0,0,0,0,0,0,0.194920998,0.194920998,0.259894664,0,0,0,0,0.487302494,0,0,0.487302494,0.32486833,0,0,0,0,0,0.670152375,0.611638955,0.624819435,0.739623271,0.789196941,0.76664512,0.641341126,0.425637628,0.512778041,0.64218195,0,0,0.635237295,0.70286555,0.670152375,0.611638955,0,0.624819435,0.739623271,0.789196941,0,0,0,0,0.398728931,0.50407332,0.45704758,0.548598875,0.52351287,0.580202191
T1834,0,0,0,0,0,0,0,0.201535133,0.201535133,0.26871351,0,0,0,0,0.503837831,0,0,0.503837831,0.335891888,0,0,0,0,0,0.661189125,0.652414885,0.637163493,0.749791632,0.810229446,0.777310924,0.660104583,0.394501491,0.517510648,0.658618821,0,0,0.694876102,0.706648918,0.661189125,0.652414885,0,0.637163493,0.749791632,0.810229446,0,0,0,0,0.476374689,0.544806517,0.463665965,0.489409397,0.540570276,0.509938945
T1835,0,0,0,0,0,0,0,0.20713265,0.20713265,0.276176867,0,0,0,0,0.517831625,0,0,0.517831625,0.345221084,0,0,0,0,0,0.673140125,0.683293745,0.649376231,0.74595766,0.801386233,0.785714286,0.662872962,0.372971183,0.519403691,0.659762779,0,0,0.720285594,0.702725426,0.673140125,0.683293745,0,0.649376231,0.74595766,0.801386233,0,0,0,0,0.623376623,0.717922607,0.418597085,0.329350385,0.649662761,0.35771418
T1836,0,0,0,0,0,0,0,0.209300617,0.209300617,0.279067489,0,0,0,0,0.523251542,0,0,0.523251542,0.348834361,0,0,0,0,0,0.680310726,0.688044339,0.632698621,0.737456243,0.796606119,0.783775048,0.654875423,0.341503809,0.51230478,0.651574448,0,0,0.706845863,0.698731871,0.680310726,0.688044339,0,0.632698621,0.737456243,0.796606119,0,0,0,0,0.696324952,0.852342159,0.367124685,0.225666445,0.742608737,0.272471607
T1837,0,0,0,0,0,0,0,0.207720573,0.207720573,0.276960764,0,0,0,0,0.519301433,0,0,0.519301433,0.346200956,0,0,0,0,0,0.644158948,0.678543151,0.610505581,0.722287048,0.785611855,0.776664512,0.637649954,0.361046704,0.473734027,0.642121741,0,0,0.687736245,0.690394451,0.644158948,0.678543151,0,0.610505581,0.722287048,0.785611855,0,0,0,0,0.744680851,0.873727088,0.373636088,0.190796031,0.7500455,0.229509902
T1838,0,0,0,0,0,0,0,0.206618217,0.206618217,0.275490956,0,0,0,0,0.516545543,0,0,0.516545543,0.344363696,0,0,0,0,0,0.611592471,0.652414885,0.590807617,0.708618103,0.774378585,0.769230769,0.633343587,0.36502153,0.459299574,0.629417786,0,0,0.658126837,0.68738177,0.611592471,0.652414885,0,0.590807617,0.708618103,0.774378585,0,0,0,0,0.752417795,0.790224033,0.426832698,0.228679086,0.681695667,0.240020957
T1839,0,0,0,0,0,0,0,0.204046054,0.204046054,0.272061405,0,0,0,0,0.510115135,0,0,0.510115135,0.340076757,0,0,0,0,0,0.573050493,0.619160728,0.57767564,0.700950158,0.76959847,0.765352295,0.631498001,0.358728056,0.44439186,0.625745078,0,0,0.639437211,0.689904015,0.573050493,0.619160728,0,0.57767564,0.700950158,0.76959847,0,0,0,0,0.79331307,0.752545825,0.465797733,0.227070553,0.643374046,0.214840379
T1840,0,0,0,0,0,0,0,0.201143184,0.201143184,0.268190912,0,0,0,0,0.502857959,0,0,0.502857959,0.33523864,0,0,0,0,0,0.561099492,0.613222486,0.570190414,0.69278213,0.776051625,0.771493213,0.624423254,0.393507784,0.446284903,0.625022578,0,0,0.616967661,0.697680936,0.561099492,0.613222486,0,0.570190414,0.69278213,0.776051625,0,0,0,0,0.743299254,0.778004073,0.430517258,0.239348337,0.673743408,0.249759782
T1841,0,0,0,0,0,0,0,0.202453762,0.202453762,0.26993835,0,0,0,0,0.506134406,0,0,0.506134406,0.337422937,0,0,0,0,0,0.574843143,0.623911322,0.576231123,0.687447908,0.793021033,0.768907563,0.630882805,0.418681683,0.466398486,0.629237161,0,0,0.613817724,0.707209416,0.574843143,0.623911322,0,0.576231123,0.687447908,0.793021033,0,0,0,0,0.727825366,0.83401222,0.390722814,0.219081207,0.721644703,0.250937263
T1842,0,0,0,0,0,0,0,0.202576246,0.202576246,0.270101662,0,0,0,0,0.506440616,0,0,0.506440616,0.337627077,0,0,0,0,0,0.635195698,0.666666667,0.592120814,0.70511752,0.788240918,0.789269554,0.642263919,0.412056973,0.516090866,0.65362153,0,0,0.639437211,0.741960345,0.635195698,0.666666667,0,0.592120814,0.70511752,0.788240918,0,0,0,0,0.661785023,0.775967413,0.399133561,0.281123782,0.688416926,0.315378499
T1843,0,0,0,0,0,0,0,0.207904299,0.207904299,0.277205732,0,0,0,0,0.519760748,0,0,0.519760748,0.346507165,0,0,0,0,0,0.657305049,0.695566112,0.622586999,0.726621104,0.794933078,0.810277957,0.667794525,0.401457436,0.545433034,0.674754651,0,0,0.673666527,0.775590275,0.657305049,0.695566112,0,0.622586999,0.726621104,0.794933078,0,0,0,0,0.514783089,0.710794297,0.379436657,0.387211307,0.66567882,0.446014669
T1844,0,0,0,0,0,0,0,0.20590781,0.20590781,0.274543747,0,0,0,0,0.514769526,0,0,0.514769526,0.343179684,0,0,0,0,0,0.671347475,0.689231987,0.643466842,0.749458243,0.812380497,0.805106658,0.675484466,0.425306393,0.543776621,0.6823409,0,0,0.678286434,0.750648077,0.671347475,0.689231987,0,0.643466842,0.749458243,0.812380497,0,0,0,0,0.426913512,0.632382892,0.39133567,0.470351798,0.620523611,0.531992612
T1845,0,0,0,0,0,0,0,0.200555261,0.200555261,0.267407014,0,0,0,0,0.501388152,0,0,0.501388152,0.334258768,0,0,0,0,0,0.642067523,0.645288994,0.633749179,0.738956493,0.80999044,0.818681319,0.660719779,0.41669427,0.540227165,0.67192486,0,0,0.615287694,0.720941638,0.642067523,0.645288994,0,0.633749179,0.738956493,0.80999044,0,0,0,0,0.393478862,0.657841141,0.36268686,0.474339999,0.64757714,0.553648682
T1846,0,0,0,0,0,0,0,0.198681256,0.198681256,0.264908341,0,0,0,0,0.49670314,0,0,0.49670314,0.331135427,0,0,0,0,0,0.612190021,0.598178939,0.621273802,0.732455409,0.802342256,0.826438268,0.656413411,0.397151375,0.533838145,0.643265699,0,0,0.590298194,0.735374483,0.612190021,0.598178939,0,0.621273802,0.732455409,0.802342256,0,0,0,0,0.359767892,0.656822811,0.34981347,0.491704649,0.65350467,0.580821124
T1847,0,0,0,0,0,0,0,0.193659413,0.193659413,0.25821255,0,0,0,0,0.484148532,0,0,0.484148532,0.322765688,0,0,0,0,0,0.587092919,0.561361837,0.603808273,0.719786631,0.784894837,0.804137039,0.638880345,0.386883074,0.517510648,0.62604612,0,0,0.569298614,0.727457437,0.587092919,0.561361837,0,0.603808273,0.719786631,0.784894837,0,0,0,0,0.302017132,0.637474542,0.338322128,0.530254163,0.649576207,0.630891386
T1848,0,0,0,0,0,0,0,0.180651615,0.180651615,0.24086882,0,0,0,0,0.451629037,0,0,0.451629037,0.301086025,0,0,0,0,0,0.563190917,0.529691211,0.592252134,0.710118353,0.7791587,0.776987718,0.624115657,0.377939715,0.501893043,0.609970498,0,0,0.542419152,0.695929377,0.563190917,0.529691211,0,0.592252134,0.710118353,0.7791587,0,0,0,0,0.232108317,0.541751527,0.367792411,0.613070078,0.586979558,0.705963041
T1849,0,0,0,0,0,0,0,0.180602621,0.180602621,0.240803495,0,0,0,0,0.451506553,0,0,0.451506553,0.301004369,0,0,0,0,0,0.543471766,0.498812352,0.576625082,0.697782964,0.76290631,0.760827408,0.599815441,0.367008943,0.476810222,0.59949425,0,0,0.556908862,0.674630421,0.543471766,0.498812352,0,0.576625082,0.697782964,0.76290631,0,0,0,0,0.194805195,0.473523422,0.393808025,0.665835692,0.539857699,0.74945116
T1850,0,0,0,0,0,0,0,0.181362022,0.181362022,0.241816029,0,0,0,0,0.453405055,0,0,0.453405055,0.302270037,0,0,0,0,0,0.53181954,0.476247031,0.565856861,0.69278213,0.74832696,0.759534583,0.599815441,0.38423319,0.460482726,0.597627792,0,0,0.561948761,0.658656204,0.53181954,0.476247031,0,0.565856861,0.69278213,0.74832696,0,0,0,0,0.143962421,0.414460285,0.408908797,0.720788647,0.502775744,0.801938006
T1851,0,0,0,0,0,0,0,0.176462663,0.176462663,0.23528355,0,0,0,0,0.441156657,0,0,0.441156657,0.294104438,0,0,0,0,0,0.52823424,0.470704671,0.564806303,0.690448408,0.746414914,0.752747253,0.60258382,0.402119907,0.473970658,0.603166958,0,0,0.551868963,0.651369719,0.52823424,0.470704671,0,0.564806303,0.690448408,0.746414914,0,0,0,0,0.101685548,0.306517312,0.456763832,0.79589857,0.42487674,0.857348099
T1852,0,0,0,0,0,0,0,0.180235169,0.180235169,0.240313559,0,0,0,0,0.450587923,0,0,0.450587923,0.300391949,0,0,0,0,0,0.533313415,0.472288203,0.565462902,0.691615269,0.742112811,0.746606335,0.596431867,0.390195429,0.483435873,0.608886748,0,0,0.553548929,0.655643523,0.533313415,0.472288203,0,0.565462902,0.691615269,0.742112811,0,0,0,0,0.060237635,0.192464358,0.508616439,0.873649004,0.341923959,0.91331702
T1853,0,0,0,0,0,0,0,0.191650676,0.191650676,0.255534234,0,0,0,0,0.47912669,0,0,0.47912669,0.319417793,0,0,0,0,0,0.535703615,0.479018211,0.569665135,0.688448075,0.741873805,0.750484809,0.594278683,0.394832726,0.502839565,0.616171955,0,0,0.562158757,0.663840818,0.535703615,0.479018211,0,0.569665135,0.688448075,0.741873805,0,0,0,0,0.039513678,0.087576375,0.563259646,0.936454974,0.262158364,0.950873783
T1854,0,0,0,0,0,0,0,0.202992692,0.202992692,0.270656922,0,0,0,0,0.50748173,0,0,0.50748173,0.338321153,0,0,0,0,0,0.542575441,0.493269992,0.578988838,0.68978163,0.751912046,0.750808016,0.599815441,0.37760848,0.499290109,0.622614245,0,0,0.578118438,0.663700694,0.542575441,0.493269992,0,0.578988838,0.68978163,0.751912046,0,0,0,0,0.06714562,0.038696538,0.603640325,0.947078921,0.217528106,0.938544196
T1855,0,0,0,0,0,0,0,0.221343732,0.221343732,0.295124976,0,0,0,0,0.55335933,0,0,0.55335933,0.36890622,0,0,0,0,0,0.556916642,0.503562945,0.587655942,0.695615936,0.748087954,0.750161603,0.604737004,0.371315005,0.525556081,0.621530496,0,0,0.588828223,0.66419113,0.556916642,0.503562945,0,0.587655942,0.695615936,0.748087954,0,0,0,0,0.14423874,0.015274949,0.648530527,0.920243156,0.183372211,0.881554018
T1856,0,0,0,0,0,0,0,0.228897217,0.228897217,0.30519629,0,0,0,0,0.572243043,0,0,0.572243043,0.381495362,0,0,0,0,0,0.604720645,0.543942993,0.599212081,0.708618103,0.754780115,0.739819005,0.606890188,0.371977476,0.511594889,0.630922994,0,0,0.626837463,0.676592167,0.604720645,0.543942993,0,0.599212081,0.708618103,0.754780115,0,0,0,0,0.218568665,0.010183299,0.681317487,0.885624018,0.164432906,0.823108408
T1857,0,0,0,0,0,0,0,0.222149186,0.222149186,0.296198914,0,0,0,0,0.555372964,0,0,0.555372964,0.370248643,0,0,0,0,0,0.6602928,0.595407759,0.618910046,0.738623104,0.771271511,0.755009696,0.625653645,0.374958596,0.490771415,0.655728822,0,0,0.679546409,0.683037904,0.6602928,0.595407759,0,0.618910046,0.738623104,0.771271511,0,0,0,0,0.255319149,0.030549898,0.683797721,0.857065477,0.173376089,0.789634701
T1858,0,0,0,0,0,0,0,0.215094109,0.215094109,0.286792145,0,0,0,0,0.537735272,0,0,0.537735272,0.358490181,0,0,0,0,0,0.686286226,0.631037213,0.629152988,0.755792632,0.7791587,0.776341306,0.643801907,0.400132494,0.488168481,0.660545487,0,0,0.777194456,0.688012331,0.686286226,0.631037213,0,0.629152988,0.755792632,0.7791587,0,0,0,0,0.315004145,0.063136456,0.688119784,0.8109297,0.187508336,0.735369393
T1859,0,0,0,0,0,0,0,0.209067897,0.209067897,0.278757196,0,0,0,0,0.522669743,0,0,0.522669743,0.348446495,0,0,0,0,0,0.692859277,0.649247823,0.63900197,0.767794632,0.778441683,0.779896574,0.649031067,0.39748261,0.499053478,0.662773195,0,0,0.841873163,0.686611084,0.692859277,0.649247823,0,0.63900197,0.767794632,0.778441683,0,0,0,0,0.369162752,0.16802444,0.646850437,0.731406404,0.260587002,0.67106491
T1860,0,0,0,0,0,0,0,0.200794921,0.200794921,0.267726561,0,0,0,0,0.501987302,0,0,0.501987302,0.334658202,0,0,0,0,0,0.688377652,0.64608076,0.637951412,0.76696116,0.767208413,0.774078862,0.650569056,0.395826433,0.500946522,0.658739238,0,0,0.832423352,0.684509213,0.688377652,0.64608076,0,0.637951412,0.76696116,0.767208413,0,0,0,0,0.416966013,0.344195519,0.560269094,0.619419234,0.391963213,0.597588086
T1861,0,0,0,0,0,0,0,0.198600627,0.198600627,0.264800836,0,0,0,0,0.496501568,0,0,0.496501568,0.331001046,0,0,0,0,0,0.675829101,0.647268409,0.620223244,0.759959993,0.753107075,0.769877182,0.650261458,0.378933422,0.491954567,0.651032573,0,0,0.670306594,0.678343726,0.675829101,0.647268409,0,0.620223244,0.759959993,0.753107075,0,0,0,0,0.492124896,0.453156823,0.524955865,0.527359141,0.464100479,0.515668719
T1862,0,0,0,0,0,0,0,0.197824568,0.197824568,0.26376609,0,0,0,0,0.494561419,0,0,0.494561419,0.329707613,0,0,0,0,0,0.662384225,0.641726049,0.600656599,0.757292882,0.758604207,0.767291532,0.655798216,0.363696588,0.468764789,0.642482991,0,0,0.651616968,0.668394871,0.662384225,0.641726049,0,0.600656599,0.757292882,0.758604207,0,0,0,0,0.482177397,0.440936864,0.52830884,0.53844287,0.456314012,0.52607071
T1863,0,0,0,0,0,0,0,0.199734618,0.199734618,0.266312824,0,0,0,0,0.499336545,0,0,0.499336545,0.33289103,0,0,0,0,0,0.66208545,0.634996041,0.603414314,0.753125521,0.758604207,0.755332902,0.652107044,0.352765816,0.477046853,0.634655909,0,0,0.648887022,0.668324809,0.66208545,0.634996041,0,0.603414314,0.753125521,0.758604207,0,0,0,0,0.462558718,0.438900204,0.521683365,0.549270539,0.45860842,0.542172985
T1864,0,0,0,0,0,0,0,0.1899359,0.1899359,0.253247867,0,0,0,0,0.47483975,0,0,0.47483975,0.316559834,0,0,0,0,0,0.6614879,0.64608076,0.606434668,0.752292049,0.763145315,0.764705882,0.652722239,0.357071878,0.471840984,0.638870492,0,0,0.657286854,0.672738737,0.6614879,0.64608076,0,0.606434668,0.752292049,0.763145315,0,0,0,0,0.506493506,0.551934827,0.471436506,0.470785834,0.54024916,0.48441823
T1865,0,0,0,0,0,0,0,0.186543094,0.186543094,0.248724125,0,0,0,0,0.466357735,0,0,0.466357735,0.310905157,0,0,0,0,0,0.683597251,0.668646081,0.617728168,0.750125021,0.770554493,0.775048481,0.657643802,0.371977476,0.468054898,0.653922572,0,0,0.680176396,0.683668465,0.683597251,0.668646081,0,0.617728168,0.750125021,0.770554493,0,0,0,0,0.515059409,0.633401222,0.42598303,0.425769685,0.603709096,0.461272228
T1866,0,0,0,0,0,0,0,0.192936758,0.192936758,0.25724901,0,0,0,0,0.482341894,0,0,0.482341894,0.321561263,0,0,0,0,0,0.749925306,0.72050673,0.635062377,0.757459577,0.784416826,0.772786037,0.671793294,0.365684001,0.531471841,0.691853814,0,0,0.727425451,0.70791004,0.749925306,0.72050673,0,0.635062377,0.757459577,0.784416826,0,0,0,0,0.478032606,0.528513238,0.4741051,0.496727078,0.527204069,0.511871268
T1867,0,0,0,0,0,0,0,0.202833463,0.202833463,0.270444617,0,0,0,0,0.507083657,0,0,0.507083657,0.338055771,0,0,0,0,0,0.778010158,0.756136184,0.658962574,0.764627438,0.786328872,0.799935359,0.670255306,0.381583306,0.525319451,0.735264013,0,0,0.770894582,0.74686471,0.778010158,0.756136184,0,0.658962574,0.764627438,0.786328872,0,0,0,0,0.426637193,0.406313646,0.52686669,0.583524581,0.439723478,0.577427516
T1868,0,0,0,0,0,0,0,0.213991753,0.213991753,0.285322337,0,0,0,0,0.534979382,0,0,0.534979382,0.356652921,0,0,0,0,0,0.760382432,0.730799683,0.675640184,0.777629605,0.803298279,0.812863607,0.705629037,0.412719444,0.514434453,0.747847553,0,0,0.76648467,0.733062426,0.760382432,0.730799683,0,0.675640184,0.777629605,0.803298279,0,0,0,0,0.409229069,0.376782077,0.537622381,0.606994427,0.419579848,0.597260329
T1869,0,0,0,0,0,0,0,0.206263014,0.206263014,0.275017352,0,0,0,0,0.515657535,0,0,0.515657535,0.34377169,0,0,0,0,0,0.717956379,0.681710214,0.670912672,0.778296383,0.787045889,0.810277957,0.67363888,0.351109639,0.499526739,0.725149016,0,0,0.724695506,0.711413158,0.717956379,0.681710214,0,0.670912672,0.778296383,0.787045889,0,0,0,0,0.41365018,0.439918534,0.501508952,0.573215643,0.469204791,0.581096149
T1870,0,0,0,0,0,0,0,0.200457274,0.200457274,0.267276365,0,0,0,0,0.501143184,0,0,0.501143184,0.334095456,0,0,0,0,0,0.6698536,0.642913698,0.659750492,0.765960993,0.778680688,0.805429864,0.670255306,0.378933422,0.489351633,0.692335481,0,0,0.684796304,0.733132488,0.6698536,0.642913698,0,0.659750492,0.765960993,0.778680688,0,0,0,0,0.440176844,0.50203666,0.474848742,0.528893248,0.513593959,0.547451193
T1871,0,0,0,0,0,0,0,0.190046136,0.190046136,0.253394848,0,0,0,0,0.475115339,0,0,0.475115339,0.31674356,0,0,0,0,0,0.616970421,0.587490103,0.626132633,0.744957493,0.763145315,0.807045895,0.656105814,0.38125207,0.451254141,0.665602986,0,0,0.647837043,0.719750578,0.616970421,0.587490103,0,0.626132633,0.744957493,0.763145315,0,0,0,0,0.44211108,0.556008147,0.443239544,0.500940387,0.556384302,0.535109507
T1872,0,0,0,0,0,0,0,0.179145062,0.179145062,0.238860082,0,0,0,0,0.447862655,0,0,0.447862655,0.298575103,0,0,0,0,0,0.570062743,0.53087886,0.593434012,0.721286881,0.749521989,0.78280543,0.632728391,0.347466048,0.43208708,0.640917575,0,0,0.638387232,0.695228754,0.570062743,0.53087886,0,0.593434012,0.721286881,0.749521989,0,0,0,0,0.390163028,0.561099796,0.419405334,0.524368588,0.570847231,0.575649618
T1873,0,0,0,0,0,0,0,0.167288613,0.167288613,0.223051484,0,0,0,0,0.418221533,0,0,0.418221533,0.278814355,0,0,0,0,0,0.53241709,0.488519398,0.564281024,0.70361727,0.727294455,0.765998707,0.60658259,0.360384233,0.443208708,0.61526883,0,0,0.592188156,0.668745183,0.53241709,0.488519398,0,0.564281024,0.70361727,0.727294455,0,0,0,0,0.326056922,0.570264766,0.388263909,0.551839156,0.591000428,0.625101509
T1874,0,0,0,0,0,0,0,0.170326216,0.170326216,0.227101621,0,0,0,0,0.425815539,0,0,0.425815539,0.283877026,0,0,0,0,0,0.523453839,0.467141726,0.556007879,0.692282047,0.711998088,0.734970911,0.597662258,0.337528983,0.429484146,0.611174664,0,0,0.57601848,0.66300007,0.523453839,0.467141726,0,0.556007879,0.692282047,0.711998088,0,0,0,0,0.291516994,0.510183299,0.410496818,0.599149854,0.54984324,0.664749745
T1875,0,0,0,0,0,0,0,0.180235169,0.180235169,0.240313559,0,0,0,0,0.450587923,0,0,0.450587923,0.300391949,0,0,0,0,0,0.519270989,0.45645289,0.556270519,0.683947325,0.715583174,0.720426632,0.591510305,0.33554157,0.409133933,0.611776748,0,0,0.573918522,0.665312128,0.519270989,0.45645289,0,0.556270519,0.683947325,0.715583174,0,0,0,0,0.29814866,0.440936864,0.454697346,0.630457238,0.493119759,0.673293699
T1876,0,0,0,0,0,0,0,0.187216756,0.187216756,0.249622341,0,0,0,0,0.46804189,0,0,0.46804189,0.312027927,0,0,0,0,0,0.52942934,0.460411718,0.558371635,0.683280547,0.70458891,0.748868778,0.592433098,0.357403114,0.433743493,0.613161539,0,0,0.581898362,0.675331045,0.52942934,0.460411718,0,0.558371635,0.683280547,0.70458891,0,0,0,0,0.265819287,0.50203666,0.405105719,0.616072027,0.548465471,0.686937238
T1877,0,0,0,0,0,0,0,0.192985751,0.192985751,0.257314335,0,0,0,0,0.482464378,0,0,0.482464378,0.321642919,0,0,0,0,0,0.557215417,0.465558195,0.563624425,0.687281214,0.70291587,0.763736264,0.581667179,0.353759523,0.457643161,0.61815883,0,0,0.596808064,0.7031458,0.557215417,0.465558195,0,0.563624425,0.687281214,0.70291587,0,0,0,0,0.214700193,0.366598778,0.46592081,0.709350515,0.450338984,0.75492009
T1878,0,0,0,0,0,0,0,0.203776589,0.203776589,0.271702119,0,0,0,0,0.509441473,0,0,0.509441473,0.339627649,0,0,0,0,0,0.607708396,0.505938242,0.593565332,0.71711952,0.716539197,0.772786037,0.616118118,0.296124545,0.488878372,0.650430489,0,0,0.62347753,0.752679885,0.607708396,0.505938242,0,0.593565332,0.71711952,0.716539197,0,0,0,0,0.167173252,0.228105906,0.530005757,0.802360421,0.349050074,0.820640217
